# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13463541	13465783	-	XM_002877528.1		XP_002877574.1	predicted protein		9311934	ARALYDRAFT_665551	1647	1647	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13463541	13465783	-	XP_002877574.1		XM_002877528.1	hypothetical protein		9311934	ARALYDRAFT_665551	1647	548	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13468088	13470186	+	XM_002875820.1		XP_002875866.1	hypothetical protein		9313643	ARALYDRAFT_906011	1118	1118	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13468109	13470166	+	XP_002875866.1		XM_002875820.1	hypothetical protein		9313643	ARALYDRAFT_906011	1077	358	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13700219	13700531	+	XM_002875839.1		XP_002875885.1	hypothetical protein		9311953	ARALYDRAFT_906062	313	313	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13700239	13700511	+	XP_002875885.1		XM_002875839.1	hypothetical protein		9311953	ARALYDRAFT_906062	273	90	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13702946	13704921	+	XM_002875841.1		XP_002875887.1	predicted protein		9311955	ARALYDRAFT_665598	948	948	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13702946	13704921	+	XP_002875887.1		XM_002875841.1	hypothetical protein		9311955	ARALYDRAFT_665598	948	315	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13722519	13723184	+	XM_002875843.1		XP_002875889.1	octicosapeptide/Phox/Bem1p domain-containing protein		9313673	ARALYDRAFT_906067	582	582	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	13722540	13723163	+	XP_002875889.1		XM_002875843.1	octicosapeptide/Phox/Bem1p domain-containing protein		9313673	ARALYDRAFT_906067	540	179	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14075086	14076250	-	XM_002877592.1		XP_002877638.1	remorin family protein		9313706	ARALYDRAFT_323485	528	528	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14075086	14076250	-	XP_002877638.1		XM_002877592.1	remorin family protein		9313706	ARALYDRAFT_323485	528	175	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14098786	14101834	+	XM_002875891.1		XP_002875937.1	RNA polymerase III subunit RPC82 family protein		9313709	ARALYDRAFT_485258	1627	1627	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14098786	14101773	+	XP_002875937.1		XM_002875891.1	RNA polymerase III subunit RPC82 family protein		9313709	ARALYDRAFT_485258	1566	521	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14369989	14371981	+	XM_002875910.1		XP_002875956.1	F-box family protein		9312024	ARALYDRAFT_485281	1610	1610	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14370202	14371860	+	XP_002875956.1		XM_002875910.1	F-box family protein		9312024	ARALYDRAFT_485281	1347	448	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14956306	14960049	-	XM_002877682.1		XP_002877728.1	hypothetical protein		9312085	ARALYDRAFT_485369	2130	2130	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	14956351	14959481	-	XP_002877728.1		XM_002877682.1	hypothetical protein		9312085	ARALYDRAFT_485369	1902	633	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	15586130	15586792	+	XM_002876036.1		XP_002876082.1	zinc finger family protein		9313865	ARALYDRAFT_485484	609	609	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	15586403	15586651	+	XP_002876082.1		XM_002876036.1	zinc finger family protein		9313865	ARALYDRAFT_485484	249	83	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	15611745	15612145	-	XM_002877757.1		XP_002877803.1	IQ-domain 20	IQD20	9312152	ARALYDRAFT_323696	312	312	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	15611745	15612145	-	XP_002877803.1		XM_002877757.1	IQ-domain 20	IQD20	9312152	ARALYDRAFT_323696	312	103	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	15615715	15616593	-	XM_002877758.1		XP_002877804.1	hypothetical protein		9312153	ARALYDRAFT_906490	879	879	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	15615740	15616573	-	XP_002877804.1		XM_002877758.1	hypothetical protein		9312153	ARALYDRAFT_906490	834	277	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16029892	16031635	+	XM_002876088.1		XP_002876134.1	hypothetical protein		9312202	ARALYDRAFT_485596	889	889	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16030009	16031370	+	XP_002876134.1		XM_002876088.1	hypothetical protein		9312202	ARALYDRAFT_485596	507	168	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16070964	16071240	+	XM_002876096.1		XP_002876142.1	hypothetical protein		9313930	ARALYDRAFT_485609	277	277	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16071000	16071194	+	XP_002876142.1		XM_002876096.1	hypothetical protein		9313930	ARALYDRAFT_485609	195	64	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16337639	16341827	+	XM_002876125.1		XP_002876171.1	kcbp-interacting protein kinase	KIPK	9313960	ARALYDRAFT_485660	3179	3179	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16338848	16341726	+	XP_002876171.1		XM_002876125.1	kcbp-interacting protein kinase	KIPK	9313960	ARALYDRAFT_485660	2802	933	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16347457	16348363	+	XM_002876127.1		XP_002876173.1	hypothetical protein		9312241	ARALYDRAFT_485662	681	681	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16347464	16348184	+	XP_002876173.1		XM_002876127.1	hypothetical protein		9312241	ARALYDRAFT_485662	495	164	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16374437	16377390	-	XM_002877849.1		XP_002877895.1	enolase		9312244	ARALYDRAFT_906676	1376	1376	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16374457	16377369	-	XP_002877895.1		XM_002877849.1	enolase		9312244	ARALYDRAFT_906676	1335	444	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16801504	16803733	+	XM_002876188.1		XP_002876234.1	hypothetical protein		9314018	ARALYDRAFT_485789	1180	1180	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	16801580	16803528	+	XP_002876234.1		XM_002876188.1	hypothetical protein		9314018	ARALYDRAFT_485789	909	302	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17364909	17367003	+	XM_002876242.1		XP_002876288.1	predicted protein		9312356	ARALYDRAFT_666389	1902	1902	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17364909	17367003	+	XP_002876288.1		XM_002876242.1	hypothetical protein		9312356	ARALYDRAFT_666389	1902	633	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17370192	17371789	-	XM_002877979.1		XP_002878025.1	hypothetical protein		9314093	ARALYDRAFT_906938	1405	1405	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17370212	17371769	-	XP_002878025.1		XM_002877979.1	hypothetical protein		9314093	ARALYDRAFT_906938	1365	454	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17476678	17479905	-	XM_002877986.1		XP_002878032.1	hypothetical protein		9312368	ARALYDRAFT_906959	1888	1888	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17476698	17479885	-	XP_002878032.1		XM_002877986.1	hypothetical protein		9312368	ARALYDRAFT_906959	1848	615	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17498400	17500701	+	XM_002876257.1		XP_002876303.1	hypothetical protein		9312371	ARALYDRAFT_485972	1584	1584	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17498584	17500465	+	XP_002876303.1		XM_002876257.1	hypothetical protein		9312371	ARALYDRAFT_485972	1185	394	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17707168	17709681	+	XM_002876293.1		XP_002876339.1	hypothetical protein		9314118	ARALYDRAFT_348673	1563	1563	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17707168	17709681	+	XP_002876339.1		XM_002876293.1	hypothetical protein		9314118	ARALYDRAFT_348673	1563	520	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17782555	17785831	-	XM_002878012.1		XP_002878058.1	kinase family protein		9314126	ARALYDRAFT_486045	1900	1900	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17782871	17785337	-	XP_002878058.1		XM_002878012.1	kinase family protein		9314126	ARALYDRAFT_486045	1500	499	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17896096	17897871	+	XM_002876316.1		XP_002876362.1	predicted protein		9314147	ARALYDRAFT_666507	1296	1296	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17896096	17897871	+	XP_002876362.1		XM_002876316.1	hypothetical protein		9314147	ARALYDRAFT_666507	1296	431	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17969410	17970494	-	XM_002878047.1		XP_002878093.1	hypothetical protein		9312439	ARALYDRAFT_486095	906	906	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	17969410	17970494	-	XP_002878093.1		XM_002878047.1	hypothetical protein		9312439	ARALYDRAFT_486095	906	301	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18090918	18092460	-	XM_002878066.1		XP_002878112.1	hypothetical protein		9314180	ARALYDRAFT_486123	864	864	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18091097	18092159	-	XP_002878112.1		XM_002878066.1	hypothetical protein		9314180	ARALYDRAFT_486123	567	188	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18300339	18301411	-	XM_002878093.1		XP_002878139.1	beta-1,3-glucanase 3	BG3	9312473	ARALYDRAFT_348799	960	960	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18300339	18301411	-	XP_002878139.1		XM_002878093.1	beta-1,3-glucanase 3	BG3	9312473	ARALYDRAFT_348799	960	319	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18436945	18438114	-	XM_002878111.1		XP_002878157.1	40S ribosomal protein S2		9314225	ARALYDRAFT_907218	860	860	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18436966	18438094	-	XP_002878157.1		XM_002878111.1	40S ribosomal protein S2		9314225	ARALYDRAFT_907218	819	272	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18561513	18562637	+	XM_002876388.1		XP_002876434.1	hypothetical protein		9314237	ARALYDRAFT_907243	1125	1125	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18561534	18562613	+	XP_002876434.1		XM_002876388.1	hypothetical protein		9314237	ARALYDRAFT_907243	1080	359	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18796792	18798125	-	XM_002878155.1		XP_002878201.1	predicted protein		9314269	ARALYDRAFT_666708	957	957	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18796792	18798125	-	XP_002878201.1		XM_002878155.1	hypothetical protein		9314269	ARALYDRAFT_666708	957	318	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18909793	18912109	+	XM_002876419.1		XP_002876465.1	phosphatidic acid phosphatase family protein		9312533	ARALYDRAFT_486298	1465	1465	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18910041	18912089	+	XP_002876465.1		XM_002876419.1	phosphatidic acid phosphatase family protein		9312533	ARALYDRAFT_486298	1236	411	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18917141	18920998	+	XM_002876420.1		XP_002876466.1	hypothetical protein		9314293	ARALYDRAFT_486301	2310	2310	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18917761	18920661	+	XP_002876466.1		XM_002876420.1	hypothetical protein		9314293	ARALYDRAFT_486301	1827	608	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18926035	18926792	-	XM_002878180.1		XP_002878226.1	protease inhibitor/seed storage/lipid transfer protein family protein		9312536	ARALYDRAFT_907336	577	577	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18926055	18926769	-	XP_002878226.1		XM_002878180.1	protease inhibitor/seed storage/lipid transfer protein family protein		9312536	ARALYDRAFT_907336	534	177	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18931829	18935778	+	XM_002876422.1		XP_002876468.1	hypothetical protein		9314296	ARALYDRAFT_486308	2309	2309	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	18932410	18935606	+	XP_002876468.1		XM_002876422.1	hypothetical protein		9314296	ARALYDRAFT_486308	1920	639	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19035577	19039767	-	XM_002878194.1		XP_002878240.1	GAUT15		9312548	ARALYDRAFT_907363	1657	1657	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19035597	19039747	-	XP_002878240.1		XM_002878194.1	GAUT15		9312548	ARALYDRAFT_907363	1617	538	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19056912	19057484	-	XM_002878198.1		XP_002878244.1	hypothetical protein		9314312	ARALYDRAFT_486344	552	552	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19057107	19057460	-	XP_002878244.1		XM_002878198.1	hypothetical protein		9314312	ARALYDRAFT_486344	354	117	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19165874	19168259	+	XM_002876440.1		XP_002876486.1	hypothetical protein		9314324	ARALYDRAFT_907401	1566	1566	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19165894	19168237	+	XP_002876486.1		XM_002876440.1	hypothetical protein		9314324	ARALYDRAFT_907401	1524	507	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19369859	19371235	+	XM_002876462.1		XP_002876508.1	rhomboid family protein		9314344	ARALYDRAFT_486418	1336	1336	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19370068	19370877	+	XP_002876508.1		XM_002876462.1	rhomboid family protein		9314344	ARALYDRAFT_486418	810	269	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19371659	19373198	+	XM_002876463.1		XP_002876509.1	hypothetical protein		9312577	ARALYDRAFT_907457	1282	1282	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19371679	19373178	+	XP_002876509.1		XM_002876463.1	hypothetical protein		9312577	ARALYDRAFT_907457	1242	413	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19380271	19383870	+	XM_002876464.1		XP_002876510.1	hypothetical protein		9314346	ARALYDRAFT_486422	2426	2426	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19380466	19383690	+	XP_002876510.1		XM_002876464.1	hypothetical protein		9314346	ARALYDRAFT_486422	2091	696	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19460758	19465410	-	XM_002878239.1		XP_002878285.1	C2 domain-containing protein		9312586	ARALYDRAFT_486431	2146	2146	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19461034	19465275	-	XP_002878285.1		XM_002878239.1	C2 domain-containing protein		9312586	ARALYDRAFT_486431	1761	586	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19479166	19482108	+	XM_002876474.1		XP_002876520.1	IQ-domain 13	IQD13	9312588	ARALYDRAFT_486435	1984	1984	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19479986	19481901	+	XP_002876520.1		XM_002876474.1	IQ-domain 13	IQD13	9312588	ARALYDRAFT_486435	1539	512	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19617450	19618512	-	XM_002878261.1		XP_002878307.1	tRNA-binding region domain-containing protein		9312600	ARALYDRAFT_907518	870	870	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19617471	19618488	-	XP_002878307.1		XM_002878261.1	tRNA-binding region domain-containing protein		9312600	ARALYDRAFT_907518	825	274	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19867605	19869010	+	XM_002876511.1		XP_002876557.1	hypothetical protein		9312625	ARALYDRAFT_486518	949	949	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19867621	19868902	+	XP_002876557.1		XM_002876511.1	hypothetical protein		9312625	ARALYDRAFT_486518	825	274	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19959313	19961494	+	XM_002876524.1		XP_002876570.1	VAMP/synaptobrevin-associated protein 27-1	VAP27-1	9314412	ARALYDRAFT_486536	1310	1310	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19959449	19960615	+	XP_002876570.1		XM_002876524.1	VAMP/synaptobrevin-associated protein 27-1	VAP27-1	9314412	ARALYDRAFT_486536	690	229	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19980738	19982990	-	XM_002878298.1		XP_002878344.1	scarecrow transcription factor family protein		9312640	ARALYDRAFT_486537	2195	2195	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	19980868	19982757	-	XP_002878344.1		XM_002878298.1	scarecrow transcription factor family protein		9312640	ARALYDRAFT_486537	1872	623	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20005998	20007523	+	XM_002876529.1		XP_002876575.1	hypothetical protein		9314414	ARALYDRAFT_907600	1526	1526	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20006018	20007502	+	XP_002876575.1		XM_002876529.1	hypothetical protein		9314414	ARALYDRAFT_907600	1485	494	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20046299	20048183	-	XM_002878303.1		XP_002878349.1	zinc finger family protein		9312651	ARALYDRAFT_907610	964	964	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20046322	20048163	-	XP_002878349.1		XM_002878303.1	zinc finger family protein		9312651	ARALYDRAFT_907610	921	306	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20142379	20146471	+	XM_002876550.1		XP_002876596.1	hypothetical protein		9312664	ARALYDRAFT_324546	2436	2436	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20142379	20146471	+	XP_002876596.1		XM_002876550.1	hypothetical protein		9312664	ARALYDRAFT_324546	2436	811	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20150064	20152611	-	XM_002878318.1		XP_002878364.1	pentatricopeptide repeat-containing protein		9312666	ARALYDRAFT_486589	2304	2304	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20150064	20152611	-	XP_002878364.1		XM_002878318.1	pentatricopeptide repeat-containing protein		9312666	ARALYDRAFT_486589	2304	767	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20170875	20172029	-	XM_002878325.1		XP_002878371.1	hypothetical protein		9314439	ARALYDRAFT_486597	854	854	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20171047	20172025	-	XP_002878371.1		XM_002878325.1	hypothetical protein		9314439	ARALYDRAFT_486597	786	261	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20218605	20220929	-	XM_002878331.1		XP_002878377.1	hypothetical protein		9312676	ARALYDRAFT_907665	1099	1099	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20218627	20220908	-	XP_002878377.1		XM_002878331.1	hypothetical protein		9312676	ARALYDRAFT_907665	1056	351	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20249762	20253457	-	XM_002878334.1		XP_002878380.1	hypothetical protein		9312680	ARALYDRAFT_486615	1565	1565	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20250010	20252589	-	XP_002878380.1		XM_002878334.1	hypothetical protein		9312680	ARALYDRAFT_486615	1041	346	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20312026	20312994	-	XM_002878339.1		XP_002878385.1	hypothetical protein		9314453	ARALYDRAFT_486633	969	969	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20312026	20312994	-	XP_002878385.1		XM_002878339.1	hypothetical protein		9314453	ARALYDRAFT_486633	969	322	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20344633	20347043	+	XM_002876577.1		XP_002876623.1	F-box family protein		9314461	ARALYDRAFT_486646	1762	1762	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20345623	20346867	+	XP_002876623.1		XM_002876577.1	F-box family protein		9314461	ARALYDRAFT_486646	1245	414	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20480223	20481671	+	XM_002876592.1		XP_002876638.1	hypothetical protein		9314480	ARALYDRAFT_907735	909	909	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20480244	20481641	+	XP_002876638.1		XM_002876592.1	hypothetical protein		9314480	ARALYDRAFT_907735	858	285	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20518961	20521337	-	XM_002878371.1		XP_002878417.1	arginine/serine-rich splicing factor 31	ATRSP31	9312711	ARALYDRAFT_486690	1105	1105	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20519210	20521131	-	XP_002878417.1		XM_002878371.1	arginine/serine-rich splicing factor 31	ATRSP31	9312711	ARALYDRAFT_486690	795	264	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20655558	20658508	+	XM_002876612.1		XP_002876658.1	pectinacetylesterase family protein		9312726	ARALYDRAFT_486713	1612	1612	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20655708	20658306	+	XP_002876658.1		XM_002876612.1	pectinacetylesterase family protein		9312726	ARALYDRAFT_486713	1260	419	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20742929	20743594	+	XM_002876622.1		XP_002876668.1	hypothetical protein		9314513	ARALYDRAFT_486730	650	650	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20742973	20743446	+	XP_002876668.1		XM_002876622.1	hypothetical protein		9314513	ARALYDRAFT_486730	474	157	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20793766	20796251	+	XM_002876625.1		XP_002876671.1	hypothetical protein		9314523	ARALYDRAFT_907811	1126	1126	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20793786	20796231	+	XP_002876671.1		XM_002876625.1	hypothetical protein		9314523	ARALYDRAFT_907811	1086	361	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20816354	20816943	+	XM_002876628.1		XP_002876674.1	CP12-2		9312742	ARALYDRAFT_486746	528	528	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	20816416	20816811	+	XP_002876674.1		XM_002876628.1	CP12-2		9312742	ARALYDRAFT_486746	396	131	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21102376	21103456	-	XM_002878458.1		XP_002878504.1	kelch repeat-containing F-box family protein		9314572	ARALYDRAFT_907906	1081	1081	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21102397	21103434	-	XP_002878504.1		XM_002878458.1	kelch repeat-containing F-box family protein		9314572	ARALYDRAFT_907906	1038	345	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21138867	21139874	-	XM_002878463.1		XP_002878509.1	glutamate binding protein		9312786	ARALYDRAFT_486839	793	793	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21138867	21139801	-	XP_002878509.1		XM_002878463.1	glutamate binding protein		9312786	ARALYDRAFT_486839	720	239	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21140754	21142483	-	XM_002878464.1		XP_002878510.1	hypothetical protein		9314578	ARALYDRAFT_486840	1263	1263	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21140754	21142483	-	XP_002878510.1		XM_002878464.1	hypothetical protein		9314578	ARALYDRAFT_486840	1263	420	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21176619	21178596	+	XM_002876677.1		XP_002876723.1	predicted protein		9312791	ARALYDRAFT_667269	1587	1587	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21176619	21178596	+	XP_002876723.1		XM_002876677.1	hypothetical protein		9312791	ARALYDRAFT_667269	1587	528	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21206482	21209647	+	XM_002876681.1		XP_002876727.1	hypothetical protein		9312795	ARALYDRAFT_486866	1803	1803	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302551.1	21206502	21209465	+	XP_002876727.1		XM_002876681.1	hypothetical protein		9312795	ARALYDRAFT_486866	1653	550	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	16218	18867	+	XM_002870842.1		XP_002870888.1	auxin efflux carrier family protein		9306958	ARALYDRAFT_486870	1598	1598	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302550.1	16498	18776	+	XP_002870888.1		XM_002870842.1	auxin efflux carrier family protein		9306958	ARALYDRAFT_486870	1293	430	
