# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21044437	-	NM_001339819.1		NP_001319770.1	YCF20-like protein (DUF565)		824850	AT3G56830	724	724	partial
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21044394	-	NM_001339824.1		NP_001326684.1	YCF20-like protein (DUF565)		824850	AT3G56830	677	677	partial
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21044318	-	NM_001339822.1		NP_001326683.1	YCF20-like protein (DUF565)		824850	AT3G56830	833	833	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001319770.1		NM_001339819.1	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001326687.1		NM_001339821.1	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001326686.1		NM_001339820.1	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001326683.1		NM_001339822.1	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001326685.1		NM_001339823.1	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001326684.1		NM_001339824.1	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001078304.1		NM_001084835.2	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21042781	21043840	-	NP_001030875.1		NM_001035798.2	YCF20-like protein (DUF565)		824850	AT3G56830	567	188	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21181642	21183144	-	NM_115584.5		NP_191283.2	beta-1,3-glucanase 3	BG3	824891	AT3G57240	1399	1399	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21181916	21183045	-	NP_191283.2		NM_115584.5	beta-1,3-glucanase 3	BG3	824891	AT3G57240	1026	341	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21279596	21281064	-	NM_115609.3		NP_191308.1	Ribosomal protein S5 family protein		824916	AT3G57490	1236	1236	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21279824	21280887	-	NP_191308.1		NM_115609.3	Ribosomal protein S5 family protein		824916	AT3G57490	831	276	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21387570	21391638	+	NM_115632.3		NP_191331.2	Protein kinase superfamily protein		824941	AT3G57720	4069	4069	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21387766	21388845	+	NP_191331.2		NM_115632.3	Protein kinase superfamily protein		824941	AT3G57720	1080	359	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21570745	21572143	-	NM_115687.1		NP_191384.1	TRAF-like family protein		824994	AT3G58250	954	954	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21570745	21572143	-	NP_191384.1		NM_115687.1	TRAF-like family protein		824994	AT3G58250	954	317	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21632812	21635178	+	NM_115711.4		NP_191408.1	Phosphatidic acid phosphatase (PAP2) family protein	SPP1	825018	AT3G58490	1625	1625	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21633065	21635057	+	NP_191408.1		NM_115711.4	Phosphatidic acid phosphatase (PAP2) family protein	SPP1	825018	AT3G58490	1251	416	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21639978	21643795	+	NM_115713.2		NP_567067.1	DEA(D/H)-box RNA helicase family protein		825020	AT3G58510	2348	2348	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21640010	21643795	+	NM_001035807.1		NP_001030884.1	DEA(D/H)-box RNA helicase family protein		825020	AT3G58510	2438	2438	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21640045	21643795	+	NM_202726.2		NP_974455.1	DEA(D/H)-box RNA helicase family protein		825020	AT3G58510	2509	2509	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21640608	21643464	+	NP_567067.1		NM_115713.2	DEA(D/H)-box RNA helicase family protein		825020	AT3G58510	1839	612	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21640608	21643464	+	NP_974455.1		NM_202726.2	DEA(D/H)-box RNA helicase family protein		825020	AT3G58510	1839	612	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21640608	21643464	+	NP_001030884.1		NM_001035807.1	DEA(D/H)-box RNA helicase family protein		825020	AT3G58510	1839	612	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21649364	21650347	-	NM_115717.3		NP_191414.1	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein		825024	AT3G58550	790	790	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21649506	21650233	-	NP_191414.1		NM_115717.3	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein		825024	AT3G58550	534	177	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21656484	21660812	+	NM_115719.3		NP_191416.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein		825026	AT3G58570	2641	2641	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21657099	21660352	+	NP_191416.1		NM_115719.3	P-loop containing nucleoside triphosphate hydrolases superfamily protein		825026	AT3G58570	1941	646	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21742071	21746324	-	NM_115741.3		NP_191438.2	galacturonosyltransferase 15	GAUT15	825048	AT3G58790	2359	2359	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21742455	21745972	-	NP_191438.2		NM_115741.3	galacturonosyltransferase 15	GAUT15	825048	AT3G58790	1623	540	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21759350	21760390	-	NM_115747.4		NP_191444.1	phy rapidly regulated 2	PAR2	825054	AT3G58850	1041	1041	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21759562	21759918	-	NP_191444.1		NM_115747.4	phy rapidly regulated 2	PAR2	825054	AT3G58850	357	118	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21819040	21821440	+	NM_115765.4		NP_191462.1	MATE efflux family protein	TT12	825072	AT3G59030	1760	1760	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21819124	21821288	+	NP_191462.1		NM_115765.4	MATE efflux family protein	TT12	825072	AT3G59030	1524	507	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21991826	21993263	+	NM_115814.2		NP_191511.1	RHOMBOID-like protein 13	RBL13	825121	AT3G59520	1438	1438	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21992054	21992863	+	NP_191511.1		NM_115814.2	RHOMBOID-like protein 13	RBL13	825121	AT3G59520	810	269	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21993253	21995308	+	NM_202733.3		NP_974462.1	Calcium-dependent phosphotriesterase superfamily protein	LAP3	825122	AT3G59530	1441	1441	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21993297	21995331	+	NM_115815.6		NP_191512.1	Calcium-dependent phosphotriesterase superfamily protein	LAP3	825122	AT3G59530	1528	1528	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21993489	21995308	+	NM_001339986.1		NP_001325620.1	Calcium-dependent phosphotriesterase superfamily protein	LAP3	825122	AT3G59530	1577	1577	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21993710	21995164	+	NP_001325620.1		NM_001339986.1	Calcium-dependent phosphotriesterase superfamily protein	LAP3	825122	AT3G59530	1212	403	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21993710	21995164	+	NP_191512.1		NM_115815.6	Calcium-dependent phosphotriesterase superfamily protein	LAP3	825122	AT3G59530	1212	403	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21993710	21995164	+	NP_974462.1		NM_202733.3	Calcium-dependent phosphotriesterase superfamily protein	LAP3	825122	AT3G59530	1212	403	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21997052	22000737	+	NM_115817.3		NP_191514.1	Rad21/Rec8-like family protein	SYN3	825124	AT3G59550	2533	2533	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	21997262	22000496	+	NP_191514.1		NM_115817.3	Rad21/Rec8-like family protein	SYN3	825124	AT3G59550	2082	693	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22034171	22038709	-	NM_115828.5		NP_191525.2	C2 domain-containing protein / GRAM domain-containing protein		825135	AT3G59660	2265	2265	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22034426	22038484	-	NP_191525.2		NM_115828.5	C2 domain-containing protein / GRAM domain-containing protein		825135	AT3G59660	1785	594	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22048557	22051673	+	NM_115831.3		NP_191528.1	IQ-domain 13	IQD13	825138	AT3G59690	2203	2203	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22048557	22051479	+	NM_001339994.1		NP_001326850.1	IQ-domain 13	IQD13	825138	AT3G59690	2490	2490	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22049572	22051479	+	NP_001326850.1		NM_001339994.1	IQ-domain 13	IQD13	825138	AT3G59690	1554	517	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22049572	22051479	+	NP_191528.1		NM_115831.3	IQ-domain 13	IQD13	825138	AT3G59690	1554	517	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22154244	22155641	-	NM_115861.3		NP_191557.1	Nucleic acid-binding, OB-fold-like protein		825168	AT3G59980	1177	1177	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22154528	22155570	-	NP_191557.1		NM_115861.3	Nucleic acid-binding, OB-fold-like protein		825168	AT3G59980	822	273	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22340891	22342315	+	NM_115909.5		NP_191604.1	Phosphoglycerate mutase family protein		825216	AT3G60450	1044	1044	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22340982	22342187	+	NP_191604.1		NM_115909.5	Phosphoglycerate mutase family protein		825216	AT3G60450	825	274	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22400395	22402703	+	NM_001035827.1		NP_001030904.1	vesicle associated protein	VAP27-1	825231	AT3G60600	1565	1565	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22400537	22401669	+	NP_001030904.1		NM_001035827.1	vesicle associated protein	VAP27-1	825231	AT3G60600	693	230	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22410240	22412663	-	NM_115927.5		NP_191622.1	GRAS family transcription factor	HAM2	825234	AT3G60630	2424	2424	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22410496	22412367	-	NP_191622.1		NM_115927.5	GRAS family transcription factor	HAM2	825234	AT3G60630	1872	623	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22429960	22432106	+	NM_115932.4		NP_191627.1	DUF641 family protein (DUF641)		825239	AT3G60680	2147	2147	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22430246	22431745	+	NP_191627.1		NM_115932.4	DUF641 family protein (DUF641)		825239	AT3G60680	1500	499	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22467114	22469623	-	NM_115944.4		NP_191639.2	DHHC-type zinc finger family protein		825251	AT3G60800	1646	1646	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22467486	22469273	-	NP_191639.2		NM_115944.4	DHHC-type zinc finger family protein		825251	AT3G60800	924	307	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22630331	22635155	+	NM_115979.5		NP_191674.1	homeodomain GLABROUS 1	HDG1	825287	AT3G61150	3145	3145	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22630769	22634875	+	NP_191674.1		NM_115979.5	homeodomain GLABROUS 1	HDG1	825287	AT3G61150	2427	808	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22638691	22641359	-	NM_115981.2		NP_191676.1	Tetratricopeptide repeat (TPR)-like superfamily protein		825289	AT3G61170	2474	2474	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22638691	22641237	-	NP_191676.1		NM_115981.2	Tetratricopeptide repeat (TPR)-like superfamily protein		825289	AT3G61170	2352	783	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22658632	22659896	-	NM_115985.3		NP_191680.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		825293	AT3G61210	1116	1116	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22658881	22659815	-	NP_191680.1		NM_115985.3	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		825293	AT3G61210	786	261	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22722710	22726434	-	NM_116006.4		NP_567113.1	SKP1-like 21	SK21	825314	AT3G61415	1586	1586	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22722962	22725577	-	NP_567113.1		NM_116006.4	SKP1-like 21	SK21	825314	AT3G61415	1056	351	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22760541	22762388	-	NM_116015.5		NP_191709.5	BPS1-like protein		825323	AT3G61500	846	846	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22760541	22762388	-	NP_191709.5		NM_116015.5	BPS1-like protein		825323	AT3G61500	846	281	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22760628	22762388	-	NM_001161211.1		NP_001154683.1	BPS1-like protein		825323	AT3G61500	951	951	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22760628	22762388	-	NP_001154683.1		NM_001161211.1	BPS1-like protein		825323	AT3G61500	951	316	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22791934	22794710	+	NM_116024.3		NP_191718.1	Galactose oxidase/kelch repeat superfamily protein	HWS	825332	AT3G61590	2244	2244	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22792914	22794149	+	NP_191718.1		NM_116024.3	Galactose oxidase/kelch repeat superfamily protein	HWS	825332	AT3G61590	1236	411	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22864543	22866567	+	NM_116042.4		NP_567117.1	Acid phosphatase/vanadium-dependent haloperoxidase-related protein		825350	AT3G61770	1266	1266	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22864635	22866248	+	NP_567117.1		NM_116042.4	Acid phosphatase/vanadium-dependent haloperoxidase-related protein		825350	AT3G61770	855	284	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22900050	22902395	-	NM_116051.4		NP_567120.1	RNA-binding (RRM/RBD/RNP motifs) family protein	RS31	825359	AT3G61860	1201	1201	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22900311	22902159	-	NP_567120.1		NM_116051.4	RNA-binding (RRM/RBD/RNP motifs) family protein	RS31	825359	AT3G61860	795	264	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22979848	22982959	+	NM_116071.5		NP_191765.2	Pectinacetylesterase family protein		825379	AT3G62060	1760	1760	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	22980123	22982734	+	NP_191765.2		NM_116071.5	Pectinacetylesterase family protein		825379	AT3G62060	1260	419	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23037018	23038009	+	NM_116090.3		NP_191784.1	ubiquitin 5	UBQ5	825398	AT3G62250	992	992	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23037138	23037611	+	NP_191784.1		NM_116090.3	ubiquitin 5	UBQ5	825398	AT3G62250	474	157	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23080706	23083528	+	NM_116102.5		NP_191796.1	heme binding protein		825410	AT3G62370	1463	1463	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23080789	23083234	+	NP_191796.1		NM_116102.5	heme binding protein		825410	AT3G62370	1086	361	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23090944	23091580	+	NM_116106.3		NP_191800.1	CP12 domain-containing protein 2	CP12-2	825414	AT3G62410	637	637	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23091006	23091401	+	NP_191800.1		NM_116106.3	CP12 domain-containing protein 2	CP12-2	825414	AT3G62410	396	131	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23357328	23359291	-	NM_116187.4		NP_191881.1	Galactose oxidase/kelch repeat superfamily protein		825497	AT3G63220	1494	1494	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23357540	23358577	-	NP_191881.1		NM_116187.4	Galactose oxidase/kelch repeat superfamily protein		825497	AT3G63220	1038	345	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23387718	23389038	-	NM_116196.3		NP_191890.1	Bax inhibitor-1 family protein	BIL4	825506	AT3G63310	1096	1096	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23387938	23388882	-	NP_191890.1		NM_116196.3	Bax inhibitor-1 family protein	BIL4	825506	AT3G63310	720	239	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23389838	23391556	-	NM_116197.1		NP_191891.1	Protein phosphatase 2C family protein		825507	AT3G63320	1272	1272	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23389838	23391556	-	NP_191891.1		NM_116197.1	Protein phosphatase 2C family protein		825507	AT3G63320	1272	423	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23424157	23426536	+	NM_116209.3		NP_191903.3	cytokinin oxidase/dehydrogenase 6	CKX6	825519	AT3G63440	2007	2007	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23424291	23426265	+	NP_191903.3		NM_116209.3	cytokinin oxidase/dehydrogenase 6	CKX6	825519	AT3G63440	1602	533	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23452808	23456078	+	NM_116217.3		NP_191911.1	carotenoid cleavage dioxygenase 1	CCD1	825527	AT3G63520	1931	1931	
CDS		GCF_000001735.3	Primary Assembly	chromosome	3	NC_003074.8	23452940	23455896	+	NP_191911.1		NM_116217.3	carotenoid cleavage dioxygenase 1	CCD1	825527	AT3G63520	1617	538	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	232928	233652	-	NM_116277.3		NP_191962.2	UvrABC system protein A		827975	AT4G00530	378	378	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	233030	233592	-	NP_191962.2		NM_116277.3	UvrABC system protein A		827975	AT4G00530	216	71	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	566917	570299	+	NM_116367.3		NP_192046.1	MAP kinase 4	MPK4	828151	AT4G01370	2843	2843	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	567219	568889	+	NP_192046.1		NM_116367.3	MAP kinase 4	MPK4	828151	AT4G01370	1131	376	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	673862	676445	-	NM_116385.4		NP_192064.1	NAC domain containing protein 69	NAC069	828144	AT4G01550	1757	1757	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	674025	676225	-	NP_192064.1		NM_116385.4	NAC domain containing protein 69	NAC069	828144	AT4G01550	1374	457	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	704377	706077	-	NM_116395.2		NP_192074.1	Polyketide cyclase / dehydrase and lipid transport protein		828138	AT4G01650	1279	1279	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	704578	705866	-	NP_192074.1		NM_116395.2	Polyketide cyclase / dehydrase and lipid transport protein		828138	AT4G01650	867	288	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	732313	733510	-	NM_116400.3		NP_192079.1	Chitinase family protein		828131	AT4G01700	966	966	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	732413	733487	-	NP_192079.1		NM_116400.3	Chitinase family protein		828131	AT4G01700	843	280	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	769799	770835	+	NM_116409.3		NP_192088.1	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein		827957	AT4G01790	680	680	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	769868	770728	+	NP_192088.1		NM_116409.3	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein		827957	AT4G01790	504	167	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	795986	798381	-	NM_116415.4		NP_192094.1	S-adenosylmethionine synthetase 2	SAM-2	826987	AT4G01850	1686	1686	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	796298	798280	-	NM_001084876.1		NP_001078345.1	S-adenosylmethionine synthetase 2	SAM-2	826987	AT4G01850	1269	1269	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	796298	797479	-	NP_001078345.1		NM_001084876.1	S-adenosylmethionine synthetase 2	SAM-2	826987	AT4G01850	1182	393	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	796298	797479	-	NP_192094.1		NM_116415.4	S-adenosylmethionine synthetase 2	SAM-2	826987	AT4G01850	1182	393	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1035596	1037615	+	NM_116467.5		NP_567228.1	alpha/beta-Hydrolases superfamily protein		828063	AT4G02340	1313	1313	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1035722	1037403	+	NP_567228.1		NM_116467.5	alpha/beta-Hydrolases superfamily protein		828063	AT4G02340	975	324	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1180923	1185012	-	NM_116502.4		NP_192177.1	ETO1-like 1	EOL1	828205	AT4G02680	3630	3630	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1181202	1184328	-	NP_192177.1		NM_116502.4	ETO1-like 1	EOL1	828205	AT4G02680	2667	888	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1258532	1260696	+	NM_116516.4		NP_192191.1	Pentatricopeptide repeat (PPR) superfamily protein		828169	AT4G02820	2079	2079	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1258581	1260265	+	NP_192191.1		NM_116516.4	Pentatricopeptide repeat (PPR) superfamily protein		828169	AT4G02820	1599	532	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1335680	1337565	-	NM_116537.4		NP_192212.2	Galactose oxidase/kelch repeat superfamily protein		828110	AT4G03030	1886	1886	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1335942	1337270	-	NP_192212.2		NM_116537.4	Galactose oxidase/kelch repeat superfamily protein		828110	AT4G03030	1329	442	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557120	1559428	-	NM_116589.3		NP_192260.1	RING membrane-anchor 1	RMA1	825654	AT4G03510	1632	1632	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557321	1559437	-	NM_001340463.1		NP_001319862.1	RING membrane-anchor 1	RMA1	825654	AT4G03510	1533	1533	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557499	1559412	-	NM_202777.2		NP_974506.1	RING membrane-anchor 1	RMA1	825654	AT4G03510	1914	1914	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557593	1559421	-	NM_001340464.1		NP_001329467.1	RING membrane-anchor 1	RMA1	825654	AT4G03510	1353	1353	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557905	1558654	-	NP_001319862.1		NM_001340463.1	RING membrane-anchor 1	RMA1	825654	AT4G03510	750	249	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557905	1558654	-	NP_001329467.1		NM_001340464.1	RING membrane-anchor 1	RMA1	825654	AT4G03510	750	249	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557905	1558654	-	NP_192260.1		NM_116589.3	RING membrane-anchor 1	RMA1	825654	AT4G03510	750	249	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1557905	1558654	-	NP_974506.1		NM_202777.2	RING membrane-anchor 1	RMA1	825654	AT4G03510	750	249	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1569937	1571737	+	NM_116592.2		NP_192263.1	Uncharacterized protein family (UPF0497)		825651	AT4G03540	854	854	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1570042	1571483	+	NP_192263.1		NM_116592.2	Uncharacterized protein family (UPF0497)		825651	AT4G03540	495	164	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1600780	1602950	-	NM_116597.1		NP_192268.1	Cystatin/monellin superfamily protein		825659	AT4G03590	741	741	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1600780	1602950	-	NP_192268.1		NM_116597.1	Cystatin/monellin superfamily protein		825659	AT4G03590	741	246	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1870422	1872387	+	NM_116631.4		NP_192302.3	Plant invertase/pectin methylesterase inhibitor superfamily		825703	AT4G03930	1575	1575	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1870422	1872387	+	NP_192302.3		NM_116631.4	Plant invertase/pectin methylesterase inhibitor superfamily		825703	AT4G03930	1575	524	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	1963291	1964471	+	NM_116646.3		NP_192317.1	ISCU-like 3	ISU3	825719	AT4G04080	774	774	
